Date,TTF,Brent,EURUSD,Storage_pct
2024-08-29,38.601,81.55,1.1086,92.04
2024-08-30,39.825,80.2,1.106,92.18
2024-09-03,37.195,76.46,1.1043,92.53
2024-09-04,35.8,74.67,1.1081,92.57
2024-09-05,36.195,74.47,1.1096,92.64
2024-09-06,36.48,72.82,1.1086,92.73
2024-09-09,37.335,72.37,1.1042,93.04
2024-09-10,35.28,70.34,1.1025,93.15
2024-09-11,36.14,70.31,1.1012,93.2
2024-09-12,35.19,73.81,1.1041,93.2
2024-09-13,35.648,73.68,1.1085,93.22
2024-09-16,34.081,73.96,1.1123,93.38
2024-09-17,35.547,74.55,1.1118,93.38
2024-09-18,35.245,74.52,1.1116,93.43
2024-09-19,33.083,75.93,1.1147,93.49
2024-09-20,34.444,75.96,1.1159,93.56
2024-09-23,36.211,74.95,1.113,93.84
2024-09-24,35.413,75.29,1.115,93.9
2024-09-25,37.319,75.4,1.1143,93.97
2024-09-26,37.89,73.06,1.1184,94
2024-09-27,38.114,71.63,1.1159,94.08
2024-09-30,39.044,72.35,1.1145,94.35
2024-10-01,39.273,75.3,1.1067,94.31
2024-10-02,38.617,74.86,1.105,94.28
2024-10-03,39.912,77.57,1.1015,94.29
2024-10-04,40.98,79.32,1.0961,94.32
2024-10-07,40.244,81.74,1.0976,94.56
2024-10-08,38.919,78.19,1.097,94.65
2024-10-09,38.341,77.06,1.0951,94.76
2024-10-10,40.293,79.45,1.0925,94.83
2024-10-11,39.879,80.27,1.0942,94.89
2024-10-14,40.559,78.47,1.0942,95.01
2024-10-15,39.973,73.68,1.0899,95
2024-10-16,39.241,73.65,1.0873,95.04
2024-10-17,39.65,74.37,1.0837,95.08
2024-10-18,39.204,72.75,1.0854,95.1
2024-10-21,40.024,73.29,1.082,95.32
2024-10-22,40.704,75.59,1.0805,95.31
2024-10-23,41.38,74.68,1.0779,95.26
2024-10-24,42.154,74.27,1.0806,95.21
2024-10-25,43.513,75.62,1.0813,95.21
2024-10-28,42.519,71.87,1.0819,95.31
2024-10-29,42.869,71.09,1.0798,95.21
2024-10-30,40.903,73.21,1.0864,95.21
2024-10-31,40.588,73.25,1.0855,95.17
2024-11-01,39.175,73.63,1.0848,95.21
2024-11-04,40.301,74.89,1.0884,95
2024-11-05,40.492,76.98,1.092,94.74
2024-11-06,40.388,76.52,1.0732,94.41
2024-11-07,41.276,75.73,1.0792,94.06
2024-11-08,42.409,74.04,1.071,93.76
2024-11-11,43.728,72.19,1.071,93.04
2024-11-12,44.255,72.56,1.0598,92.58
2024-11-13,43.666,72.86,1.0567,92.1
2024-11-14,46.224,73.39,1.0562,91.66
2024-11-15,46.551,73.45,1.0552,91.27
2024-11-18,46.9,74.35,1.0586,90.31
2024-11-19,45.668,74.32,1.0578,89.86
2024-11-20,46.796,74.33,1.0521,89.41
2024-11-21,48.303,75.09,1.0475,88.84
2024-11-22,47.018,76.1,1.0399,88.29
2024-11-25,47.733,74.27,1.0478,88.29
2024-11-26,47.216,74.56,1.0481,88.29
2024-11-27,46.762,73.91,1.0575,88.29
2024-11-28,46.775,73.92,1.0575,88.29
2024-11-29,47.35,74.16,1.0547,88.29
