Date,TTF,Brent,EURUSD,Storage_pct
2022-05-02,97.05,108.36,1.0521,34.25
2022-05-03,99.425,104.94,1.0532,34.66
2022-05-04,103.82,110.53,1.0539,35.05
2022-05-05,106.51,112.11,1.0507,35.46
2022-05-06,101.71,113.86,1.0572,35.88
2022-05-09,93.785,106.67,1.0559,37.35
2022-05-10,98.8,102.61,1.0531,37.77
2022-05-11,94.01,107.7,1.0537,38.22
2022-05-12,106.7,108.06,1.0376,38.65
2022-05-13,96.88,112.12,1.041,39.2
2022-05-16,92.86,114.86,1.042,40.77
2022-05-17,94.175,112.89,1.0532,41.17
2022-05-18,94.54,110.04,1.0494,41.57
2022-05-19,91.025,113.22,1.0587,42.01
2022-05-20,87.9,113.63,1.0559,42.48
2022-05-23,83.29,115.13,1.0668,43.98
2022-05-24,84.505,115.77,1.0744,44.41
2022-05-25,88.08,116.41,1.0658,44.86
2022-05-26,85.97,119.81,1.0725,45.35
2022-05-27,86.875,121.19,1.0709,45.83
2022-05-31,94.005,125.53,1.0731,47.4
2022-06-01,85.55,122.2,1.0646,47.75
2022-06-02,83.945,122.2,1.0733,48.16
2022-06-03,83.1,125.68,1.0721,48.58
2022-06-06,82.56,124.99,1.0699,50.05
2022-06-07,79.61,126.89,1.0697,50.39
2022-06-08,79.405,129.2,1.074,50.66
2022-06-09,84.88,128.47,1.0656,50.89
2022-06-10,82.465,127.44,1.0521,51.13
2022-06-13,83.4,128.44,1.0436,52.6
2022-06-14,97.04,127.02,1.0416,52.93
2022-06-15,120.33,124.96,1.0388,53.26
2022-06-16,124.365,125.78,1.0531,53.6
2022-06-17,117.74,119.22,1.0473,53.92
2022-06-21,125.56,118.51,1.0548,55.27
2022-06-22,127.17,115.54,1.0583,55.55
2022-06-23,133.345,114.5,1.0503,55.82
2022-06-24,128.505,117.36,1.0539,56.14
2022-06-27,129.46,119.69,1.0601,57.3
2022-06-28,129.175,122.21,1.0534,57.61
2022-06-29,139.588,120.8,1.0477,57.91
2022-06-30,144.515,119.78,1.0469,58.19
2022-07-01,147.785,119.21,1.0409,58.55
2022-07-05,165.075,110.49,1.0254,60.16
2022-07-06,171,108.54,1.0173,60.52
2022-07-07,183.185,113.4,1.0159,60.87
2022-07-08,175.21,113.95,1.0178,61.22
2022-07-11,164.52,114.85,1.0088,62.41
2022-07-12,172.61,106.98,1.0069,62.67
2022-07-13,180.505,107.17,1.0081,62.95
2022-07-14,175.035,107.74,1.0028,63.26
2022-07-15,159.565,112.26,1.0089,63.59
2022-07-18,157.26,117.27,1.016,64.72
2022-07-19,154.455,114.96,1.0238,64.97
2022-07-20,155.04,115.86,1.0217,65.22
2022-07-21,155.6,112.81,1.0197,65.5
2022-07-22,159.865,106.77,1.0225,65.84
2022-07-25,176.615,108.23,1.0211,67.12
2022-07-26,199.92,107.32,1.0116,67.48
2022-07-27,205.225,109.64,1.0108,67.83
2022-07-28,198.93,109.68,1.0163,68.18
2022-07-29,190.915,111.51,1.0202,68.51
2022-08-01,200.795,106.09,1.027,70.16
2022-08-02,205.175,106.51,1.0194,70.55
2022-08-03,199.195,101.82,1.0146,70.91
2022-08-04,199.25,97.99,1.0221,71.2
2022-08-05,196.32,100.31,1.017,71.1
2022-08-08,193.055,103.46,1.0207,72.4
2022-08-09,192.185,103.81,1.0226,72.79
2022-08-10,205.365,105.06,1.0337,73.2
2022-08-11,208.11,107.19,1.0338,73.57
2022-08-12,206.11,103.7,1.0257,73.94
2022-08-15,220.11,98.25,1.0186,75.21
2022-08-16,225.915,95.36,1.0174,75.57
2022-08-17,225.835,97.22,1.0164,75.89
2022-08-18,241.005,96.35,1.0114,76.19
2022-08-19,244.55,96.45,1.0039,76.57
2022-08-22,276.75,95.06,0.9936,77.76
2022-08-23,269.05,99.49,0.9976,78.07
2022-08-24,292.15,99.87,0.9967,78.36
2022-08-25,321.415,98.81,0.9959,78.7
2022-08-26,339.195,101.13,0.9998,79.02
2022-08-29,272.605,101.13,1,80.08
2022-08-30,252.937,99.34,1.0018,80.35
2022-08-31,239.905,96.55,1.0065,80.47
2022-09-01,243.005,92.24,0.995,80.75
2022-09-02,214.665,93.09,1.003,81.05
2022-09-06,239.84,91.43,0.9914,82.46
2022-09-07,213.885,86.83,0.9942,82.69
2022-09-08,220.54,87.99,0.9956,82.99
2022-09-09,207.09,91.68,1.0046,83.29
2022-09-12,190.59,93.45,1.0129,84.24
2022-09-13,198.61,92.04,0.9997,84.49
2022-09-14,217.88,92.83,0.9993,84.72
2022-09-15,214.285,89.28,0.9991,84.97
2022-09-16,187.795,89.43,1.0013,85.3
2022-09-19,182.26,89.43,1.0003,86.25
2022-09-20,194.26,89.62,0.9994,86.47
2022-09-21,189.78,89.86,0.988,86.68
2022-09-22,187.47,90.4,0.9841,86.9
2022-09-23,185.495,84.29,0.9719,87.13
2022-09-26,173.835,82.55,0.9623,87.98
2022-09-27,186.1,85.97,0.9616,88.18
2022-09-28,207.185,89.55,0.9681,88.26
2022-09-29,187.665,89.41,0.9774,88.53
2022-09-30,188.8,88.9,0.9783,88.73
2022-10-03,169.91,90.68,0.9809,89.66
2022-10-04,161.95,93.74,0.9977,89.88
2022-10-05,173.695,94.35,0.9866,90.12
2022-10-06,175.71,95.65,0.9806,90.38
2022-10-07,156.205,98.88,0.9785,90.55
2022-10-10,154.12,97.13,0.9785,91.38
2022-10-11,156.78,95.17,0.9757,91.52
2022-10-12,160.19,93.44,0.9692,91.65
2022-10-13,153.81,95.16,0.978,91.76
2022-10-14,141.995,92.22,0.9739,91.87
2022-10-17,127.98,91.04,0.9843,92.65
2022-10-18,113.22,89.46,0.9842,92.81
2022-10-19,112.51,91.34,0.978,92.94
2022-10-20,127.145,91.52,0.9823,93.09
2022-10-21,113.575,91.82,0.9855,93.21
2022-10-24,99.17,91.57,0.98740000000000006,93.83
2022-10-25,99.795,91.76,0.9959,93.87
2022-10-26,104.32,92.93,1.0068,93.96
2022-10-27,107.385,94.17,0.9985,94.1
2022-10-28,112.244,94.64,0.9934,94.27
2022-10-31,123.35,93.3,0.9885,94.79
2022-11-01,116.195,95.12,0.9871,94.96
2022-11-02,125.865,96.07,0.9875,95.05
2022-11-03,125.445,95.29,0.9759,95.06
2022-11-04,114.785,99.53,0.9895,95.1
2022-11-07,109.685,99.87,0.9997,95.29
2022-11-08,118.145,96.85,1.0089,95.34
2022-11-09,113.145,93.05,1.0037,95.4
2022-11-10,113.45,94.25,1.0176,95.46
2022-11-11,97.855,96.37,1.0176,95.51
2022-11-14,113.705,93.59,1.0337,95.62
2022-11-15,124.105,94.3,1.0372,95.5
2022-11-16,113.9,92.61,1.0395,95.44
2022-11-17,112.555,91,1.0341,95.38
2022-11-18,115.51,88.93,1.0349,95.27
2022-11-21,116.13,88.44,1.0238,94.86
2022-11-22,119.64,88.65,1.0276,94.63
2022-11-23,129.62,85.9,1.0364,94.42
2022-11-25,124.37,83.4,1.0402,94.07
2022-11-28,123.28,83.5,1.0386,93.65
2022-11-29,132.286,83.22,1.0356,93.24
2022-11-30,146.395,85.61,1.0323,92.83
2022-12-01,139.26,86.28,1.0498,92.36
2022-12-02,135.56,86.54,1.0521,91.9
2022-12-05,134.7,83.36,1.0494,90.89
2022-12-06,138.49,79.92,1.0497,90.44
2022-12-07,149.245,77.11,1.0505,89.96
2022-12-08,138.895,76.02,1.0552,89.45
2022-12-09,139.115,76.37,1.055,88.96
2022-12-12,136.59,78,1.0545,87.36
2022-12-13,137.53,80.14,1.063,86.59
2022-12-14,131.51,83.33,1.0655,85.88
2022-12-15,134.765,82.34,1.0638,85.21
2022-12-16,115.45,80.2,1.061,84.63
2022-12-19,108.545,81.66,1.0624,83.48
2022-12-20,105.69,79.45,1.0635,83.21
2022-12-21,97.75,80.25,1.0599,83.06
2022-12-22,91.94,79.58,1.0588,82.97
2022-12-23,82.975,82.45,1.0621,82.93
2022-12-27,80.045,82.45,1.0654,83.21
2022-12-28,81.35,81.7,1.0622,83.21
2022-12-29,83.83,80.96,1.0668,83.24
2022-12-30,76.315,82.82,1.0698,83.29
2023-01-03,72.315,80.36,1.0559,83.44
2023-01-04,65.02,75.31,1.062,83.37
2023-01-05,72.42,76.73,1.0522,83.24
2023-01-06,69.535,76.41,1.0619,83.19
2023-01-09,74.3,77.5,1.0759,82.86
2023-01-10,70.07,78.4,1.0737,82.62
2023-01-11,65.345,81.11,1.074,82.36
2023-01-12,66.81,82.59,1.0823,82.15
2023-01-13,64.81,83.43,1.0811,81.91
2023-01-17,60.06,84.38,1.0793,80.62
2023-01-18,61.71,83.78,1.0827,80.06
2023-01-19,60.715,85.08,1.081,79.47
2023-01-20,66.9,86.96,1.0831,78.85
2023-01-23,66,87.54,1.0865,77.01
2023-01-24,58.27,85.25,1.0873,76.29
2023-01-25,56.66,85.08,1.0901,75.61
2023-01-26,54.815,86.29,1.0866,74.96
2023-01-27,55.425,85.36,1.0857,74.26
2023-01-30,55.156,84.9,1.0867,72.58
2023-01-31,57.35,83.42,1.0858,72.1
2023-02-01,59.525,81.61,1.0917,71.62
2023-02-02,57.04,80.57,1.0918,71.17
2023-02-03,57.89,78.85,1.0825,70.79
2023-02-06,58.11,80.48,1.0722,69.51
2023-02-07,55.405,82.92,1.0705,68.86
2023-02-08,53.685,84.17,1.0734,68.21
2023-02-09,52.735,83.46,1.0761,67.53
2023-02-10,53.945,85.46,1.067,66.95
2023-02-13,51.705,85.98,1.0718,65.71
2023-02-14,52.385,84.96,1.0722,65.27
2023-02-15,54.715,84.11,1.0683,64.85
2023-02-16,52.01,83.84,1.0684,64.51
2023-02-17,49.045,81.97,1.0678,64.26
2023-02-21,48.54,82.14,1.0657,63.48
2023-02-22,50.57,79.55,1.0623,63.19
2023-02-23,50.78,82.08,1.0583,62.92
2023-02-24,51.015,82.31,1.0545,62.64
2023-02-27,47.299,81.24,1.0596,61.55
2023-02-28,46.665,83.21,1.0602,61.03
2023-03-01,47.085,83.68,1.0674,60.6
2023-03-02,46.815,84.15,1.0595,60.12
2023-03-03,44.98,85.74,1.0616,59.68
2023-03-06,42.15,85.86,1.0694,58.52
2023-03-07,43.37,83.03,1.0573,58.01
2023-03-08,42.34,82.1,1.0549,57.51
2023-03-09,43.6,81,1.0577,57.14
2023-03-10,52.855,82.3,1.0659,56.84
2023-03-13,49.585,79.67,1.0733,56.36
2023-03-14,44.185,76.77,1.0722,56.2
2023-03-15,42.905,74.3,1.0535,55.94
2023-03-16,44.34,73.12,1.0622,55.74
2023-03-17,42.855,71.03,1.0647,55.65
2023-03-20,39.325,72.42,1.0722,55.61
2023-03-21,42.4,74.78,1.0769,55.57
2023-03-22,39.975,76.08,1.0792,55.6
2023-03-23,43.185,74.31,1.089,55.66
2023-03-24,41.095,73.63,1.0762,55.79
2023-03-27,42.53,76.8,1.0789,55.86
2023-03-28,42.75,78.07,1.0844,55.65
2023-03-29,42.805,77.51,1.0826,55.57
2023-03-30,43.609,78.45,1.0899,55.61
2023-03-31,47.845,79.19,1.0872,55.8
2023-04-03,51.365,85.81,1.0891,55.81
2023-04-04,46.57,85.7,1.0951,55.69
2023-04-05,44.575,85.89,1.0918,55.56
2023-04-06,43.125,86.56,1.0927,55.48
2023-04-10,43.125,86.56,1.084,55.92
2023-04-11,43.69,87.32,1.0906,56.05
2023-04-12,42.88,88.31,1.0987,56.13
2023-04-13,42.095,86.51,1.1054,56.21
2023-04-14,41.15,87.31,1.098,56.21
2023-04-17,41.125,85.63,1.0915,56.65
2023-04-18,42.72,85.48,1.0958,56.79
2023-04-19,40.3,85.34,1.0953,56.95
2023-04-20,40.565,83.29,1.097,57.1
2023-04-21,40.165,83.36,1.0973,57.26
2023-04-24,39.925,84.23,1.1027,58.22
2023-04-25,39.835,82.13,1.0968,58.45
2023-04-26,38.55,79.19,1.1052,58.54
2023-04-27,39.039,80.11,1.1017,58.72
2023-04-28,38.54,81.32,1.104,58.95
2023-05-01,38.835,81.32,1.097,60.05
2023-05-02,37.53,76.71,1.0997,60.27
2023-05-03,36.78,72.91,1.1049,60.5
2023-05-04,35.655,73,1.1009,60.7
2023-05-05,36.575,75.85,1.1026,61
2023-05-08,36.875,75.85,1.102,62
2023-05-09,35.95,77.76,1.0953,62.21
2023-05-10,34.995,76.7,1.0966,62.43
2023-05-11,34.995,75.32,1.0916,62.64
2023-05-12,32.765,74.54,1.0856,62.91
2023-05-15,32.315,75.46,1.0874,63.9
2023-05-16,31.82,75.15,1.0866,64.25
2023-05-17,31.955,76.98,1.083,64.53
2023-05-18,29.785,75.75,1.0776,64.82
2023-05-19,30.175,75.42,1.0819,65.04
2023-05-22,29.71,75.77,1.0806,66.16
2023-05-23,29.125,76.66,1.0771,66.42
2023-05-24,27.785,77.99,1.0758,66.64
2023-05-25,25.45,75.66,1.0725,66.89
2023-05-26,24.52,76.33,1.0713,67.21
2023-05-30,24.681,73.38,1.0722,68.56
2023-05-31,26.85,71.98,1.0654,68.83
2023-06-01,23.105,74.18,1.0752,69.05
2023-06-02,23.69,76,1.0724,69.43
2023-06-05,28.48,76.61,1.0721,70.36
2023-06-06,24.86,76.22,1.0695,70.56
2023-06-07,26.33,76.85,1.0702,70.75
2023-06-08,26.945,75.88,1.078,71.02
2023-06-09,32.05,74.74,1.0749,71.33
2023-06-12,31.035,71.8,1.0747,72.37
2023-06-13,36.05,74.24,1.0792,72.67
2023-06-14,38.31,73.39,1.0859,72.94
2023-06-15,41.145,75.75,1.0933,73.19
2023-06-16,35.01,76.76,1.0925,73.47
2023-06-20,38.71,75.79,1.09,74.73
2023-06-21,36.745,76.92,1.0951,74.83
2023-06-22,34.095,73.93,1.0953,74.98
2023-06-23,32.507,73.56,1.0887,75.22
2023-06-26,31.975,73.86,1.091,76.21
2023-06-27,34.505,71.88,1.0961,76.42
2023-06-28,34.125,73.64,1.0904,76.62
2023-06-29,35.18,73.86,1.0881,76.82
2023-06-30,37.103,74.51,1.092,77.08
2023-07-03,33.93,74.52,1.0919,77.9
2023-07-05,34.375,76.74,1.0868,78.39
2023-07-06,32.35,76.72,1.0873,78.64
2023-07-07,33.478,78.77,1.0964,78.93
2023-07-10,30.225,77.83,1.0991,79.91
2023-07-11,29.06,79.54,1.0992,80.14
2023-07-12,26.64,80.35,1.1123,80.31
2023-07-13,26.605,81.31,1.1194,80.55
2023-07-14,25.957,79.9,1.1237,80.83
2023-07-17,25.1,77.8,1.1236,81.88
2023-07-18,27.07,79.54,1.1223,82.11
2023-07-19,26.965,79.38,1.1195,82.33
2023-07-20,28.02,79.62,1.1135,82.54
2023-07-21,28.164,81.06,1.112,82.8
2023-07-24,30.555,82.53,1.1083,83.77
2023-07-25,32.65,83.46,1.105,84.02
2023-07-26,29.275,82.98,1.1078,84.29
2023-07-27,28.435,84.28,1.0998000000000001,84.55
2023-07-28,25.841,84.49,1.1039,84.8
2023-07-31,28.365,85.22,1.102,85.86
2023-08-01,27.125,85.34,1.0971,85.75
2023-08-02,28.74,84.01,1.0939,86.03
2023-08-03,30.475,86.19,1.0947,86.29
2023-08-04,28.853,87.38,1.1036,86.51
2023-08-07,30.485,86.47,1.1,87.44
2023-08-08,31.065,88,1.0951,87.73
2023-08-09,39.825,89.31,1.0975,88.01
2023-08-10,37.055,87.44,1.1016,88.28
2023-08-11,35.3,87.93,1.0957,88.57
2023-08-14,34.435,87.4,1.0922,89.59
2023-08-15,38.815,86.28,1.0928,89.73
2023-08-16,37.785,84.49,1.0904,90
2023-08-17,36.825,85.24,1.0874,90.29
2023-08-18,36.41,85.92,1.0875,90.59
2023-08-21,40.78,85.44,1.0888,91.41
2023-08-22,42.91,84.7,1.0846,91.48
2023-08-23,36.785,83.94,1.0862,91.71
2023-08-24,31.94,84.07,1.0826,91.82
2023-08-25,34.775,85.42,1.0787,91.97
2023-08-28,38.415,85.42,1.081,92.5
2023-08-29,35.195,86.37,1.0851,92.55
2023-08-30,35.992,86.62,1.0926,92.65
2023-08-31,35.03,87.29,1.0839,92.8
2023-09-01,35.617,89.98,1.0787,92.73
2023-09-05,34.45,91.25,1.0727,93.15
2023-09-06,31.075,91.79,1.0714,93.2
2023-09-07,32.755,91.16,1.0704,93.25
2023-09-08,34.51,91.85,1.0709,93.31
2023-09-11,35.85,91.97,1.0744,93.57
2023-09-12,34.7,93.58,1.0726,93.57
2023-09-13,36.815,93.04,1.0737,93.58
2023-09-14,35.52,95.2,1.066,93.59
2023-09-15,36.485,95.55,1.0673,93.65
2023-09-18,34.475,95.95,1.0695,93.96
2023-09-19,36.78,96.11,1.0684,94.06
2023-09-20,37.285,94.56,1.0715,94.11
2023-09-21,39.105,93.7,1.0664,94.2
2023-09-22,39.791,93.99,1.066,94.32
2023-09-25,44.44,94.01,1.0591,94.8
2023-09-26,40.32,94.46,1.0573,94.9
2023-09-27,39.295,97.1,1.051,95.03
2023-09-28,39.736,96.64,1.0578,95.15
2023-09-29,41.859,95.86,1.0584,95.28
2023-10-02,39.335,91.21,1.05,96.02
2023-10-03,36.985,94.46,1.0453,96.2
2023-10-04,38.44,89.83,1.0518,96.34
2023-10-05,36.205,88.28,1.0527,96.41
2023-10-06,38.231,87.86,1.0596,96.56
2023-10-09,43.955,91.37,1.0596,96.96
2023-10-10,49.455,90.7,1.0618,97.04
2023-10-11,46.07,87.58,1.062,97.19
2023-10-12,53,88.4,1.0553,97.33
2023-10-13,53.982,94.33,1.0502,97.54
2023-10-16,48.465,90.99,1.0546,97.94
2023-10-17,48.895,92.52,1.0593,97.95
2023-10-18,50.835,91.99,1.0532,97.97
2023-10-19,50.17,93.12,1.057,98.02
2023-10-20,51.112,93.72,1.0592,98.11
2023-10-23,51.275,91.88,1.0646,98.47
2023-10-24,49.265,88,1.0595,98.53
2023-10-25,49.925,90.14,1.0583,98.83
2023-10-26,50.81,88.45,1.0532,98.61
2023-10-27,50.53,90.73,1.0592,98.66
2023-10-30,50.547,90.73,1.062,99.1
2023-10-31,48.005,86.82,1.0568,99.19
2023-11-01,47.755,86.92,1.0538,99.29
2023-11-02,48.565,89.02,1.0618,99.37
2023-11-03,48.057,87.55,1.0733,99.38
2023-11-06,44.83,87.31,1.0747,99.5
2023-11-07,46.055,83.43,1.0687,99.48
2023-11-08,45.775,81.46,1.0715,99.44
2023-11-09,48.13,81.74,1.071,99.4
2023-11-10,46.63,83.66,1.071,99.35
2023-11-13,47.875,84.09,1.07,99.29
2023-11-14,47.61,84.2,1.0861,99.27
2023-11-15,47.035,82.4,1.0853,99.23
2023-11-16,45.85,77.73,1.0851,99.07
2023-11-17,45.064,81.22,1.0879,98.91
2023-11-20,45.82,83.25,1.0945,98.75
2023-11-21,44.065,82.42,1.0923,98.56
2023-11-22,44.615,81.76,1.0871,98.27
2023-11-24,46.655,79.82,1.0934,97.79
2023-11-27,43.985,79.49,1.0937,96.86
2023-11-28,42.775,81.66,1.1007,96.37
2023-11-29,40.36,82.98,1.0969,95.78
2023-11-30,42.09,81.72,1.0908,95.21
2023-12-01,43.496,78.72,1.0878,94.68
2023-12-04,40.105,78.16,1.0824,93.17
2023-12-05,38.135,77.27,1.0787,92.6
2023-12-06,39.315,74.33,1.079,92.01
2023-12-07,39.97,74.21,1.0794,91.48
2023-12-08,38.6,75.94,1.0746,91.06
2023-12-11,36.12,75.75,1.0747,90.29
2023-12-12,34.705,74.11,1.079,89.95
2023-12-13,35.81,74.14,1.0793,89.6
2023-12-14,34.85,77.05,1.0997,89.22
2023-12-15,33.19,76.84,1.0906,88.89
2023-12-18,35.52,78.89,1.092,88.2
2023-12-19,32.57,79.82,1.0977,87.82
2023-12-20,33.52,81.1,1.0957,87.5
2023-12-21,34.205,80.73,1.099,87.25
2023-12-22,34.174,80.23,1.1008,87.08
2023-12-26,34.175,80.23,1.1035,86.83
2023-12-27,35.515,80.97,1.1114,86.69
2023-12-28,33.105,79.04,1.1073,86.58
2023-12-29,32.35,77.69,1.1062,86.47
2024-01-02,30.57,76.24,1.0957,85.9
2024-01-03,32.795,77.18,1.0909,85.68
2024-01-04,33.41,75.79,1.0957,85.34
2024-01-05,34.55,78.31,1.0957,84.96
2024-01-08,31.58,75.47,1.0976,83.35
2024-01-09,30.64,77.97,1.0935,82.51
2024-01-10,30.94,78.46,1.096,81.64
2024-01-11,30.815,80.21,1.0943,80.8
2024-01-12,31.99,79.89,1.0959,80.05
2024-01-16,29.655,80.15,1.0882,77.46
2024-01-17,27.71,78.88,1.0858,76.73
2024-01-18,27.895,81.04,1.0863,76.06
2024-01-19,28.429,80.71,1.0887,75.38
2024-01-22,27.265,81.7,1.0895,73.78
2024-01-23,27.225,82.04,1.0829,73.31
2024-01-24,28.93,82.15,1.0901,72.92
2024-01-25,27.785,82.33,1.0837,72.52
2024-01-26,28.079,83.34,1.0866,72.15
2024-01-29,28.175,83.99,1.0807,70.95
2024-01-30,29.391,84.14,1.0844,70.49
2024-01-31,30.235,82.98,1.0855,70.06
2024-02-01,28.99,82.2,1.0865,69.62
2024-02-02,29.305,79.54,1.0787,69.25
2024-02-05,28.34,79.3,1.0736,68.49
2024-02-06,28.605,80.46,1.0751,68.17
2024-02-07,28.185,81.18,1.0769,67.76
2024-02-08,27.81,83.01,1.0774,67.37
2024-02-09,27.115,83.58,1.0782,67.11
2024-02-12,25.73,83.88,1.0774,66.41
2024-02-13,25.435,84.72,1.072,66.06
2024-02-14,24.855,84.41,1.0735,65.79
2024-02-15,24.965,84.33,1.0761,65.57
2024-02-16,24.82,84.88,1.0769,65.39
2024-02-20,24.17,84.78,1.0814,64.76
2024-02-21,23.975,84.77,1.0818,64.54
2024-02-22,23.195,85.84,1.0815,64.33
2024-02-23,22.934,84.18,1.0828,64.06
2024-02-26,24.01,84.01,1.0855,63.38
2024-02-27,24.39,83.8,1.0857,63.03
2024-02-28,25.619,84.08,1.0843,62.68
2024-02-29,24.865,84.57,1.0807,62.42
2024-03-01,25.809,84.82,1.0832,62.23
2024-03-04,26.885,86.58,1.0862,61.85
2024-03-05,27.47,85.82,1.0861,61.58
2024-03-06,26.57,86.59,1.0913,61.27
2024-03-07,25.99,84.88,1.0941,60.98
2024-03-08,26.39,84.29,1.0941,60.75
2024-03-11,24.93,83.44,1.0928,60.32
2024-03-12,24.775,83.66,1.0918,60.07
2024-03-13,24.905,83.95,1.0944,59.86
2024-03-14,26.05,86.16,1.0888,59.84
2024-03-15,27.026,85.39,1.0888,59.72
2024-03-18,28.82,86.47,1.0886,59.51
2024-03-19,28.865,87.36,1.0859,59.37
2024-03-20,27.74,85.77,1.0856,59.26
2024-03-21,26.4,84.92,1.0861,59.19
2024-03-22,27.776,84.87,1.0817,59.17
2024-03-25,28.49,86.18,1.0837,58.99
2024-03-26,27.13,85.91,1.0829,58.89
2024-03-27,27.687,84.94,1.0821,58.79
2024-03-28,27.34,86.17,1.0801,58.69
2024-04-01,27.34,86.17,1.0733,59.22
2024-04-02,26.205,87.63,1.0769,59.35
2024-04-03,25.565,90.6,1.0827,59.4
2024-04-04,26.205,90.32,1.0865,59.44
2024-04-05,26.605,92.81,1.0841,59.6
2024-04-08,27.91,91.73,1.0853,60.72
2024-04-09,27.35,92.13,1.0856,60.64
2024-04-10,27.1,91.57,1.0737,60.77
2024-04-11,29.375,91.49,1.0722,61.2
2024-04-12,30.732,93.12,1.0647,61.45
2024-04-15,31.145,90.84,1.0644,62.32
2024-04-16,33.14,91.29,1.0628,62.18
2024-04-17,31.29,89.54,1.0644,62.17
2024-04-18,32.31,88.34,1.066,62.15
2024-04-19,30.758,87.96,1.0655,62.13
2024-04-22,29.31,87.3,1.0655,62.12
2024-04-23,28.415,88.29,1.0695,61.98
2024-04-24,29.02,89.02,1.0687,61.85
2024-04-25,29.77,88.1,1.0721,61.74
2024-04-26,28.885,89.95,1.0686,61.7
2024-04-29,27.994,88.44,1.0717,62.21
2024-04-30,29.12,88.23,1.0684,62.44
2024-05-01,28.73,83.55,1.068,62.69
2024-05-02,30.915,84.81,1.0706,62.88
2024-05-03,30.53,83.6,1.077,63.08
2024-05-06,31.8,83.6,1.0779,63.7
2024-05-07,31.065,82.69,1.0767,63.83
2024-05-08,30.61,82.44,1.0755,63.93
2024-05-09,30.865,83.27,1.0771,64.19
2024-05-10,30.03,83.39,1.0773,64.46
2024-05-13,29.58,83.18,1.0796,65.49
2024-05-14,29.67,81,1.0818,65.79
2024-05-15,29.735,79.98,1.086,66.06
2024-05-16,30.25,81.65,1.0875,66.29
2024-05-17,30.769,82.24,1.0869,66.54
2024-05-20,31.77,81.91,1.0861,67.39
2024-05-21,33.005,81.22,1.0855,67.53
2024-05-22,34.39,79.9,1.0836,67.73
2024-05-23,35.23,79.25,1.0827,67.96
2024-05-24,34.115,78.92,1.0852,68.19
2024-05-28,33.535,81.34,1.0879,69.27
2024-05-29,33.88,81.5,1.0811,69.48
2024-05-30,35.192,81.42,1.0837,69.7
2024-05-31,34.223,79.41,1.0846,69.98
2024-06-03,36.015,76.45,1.089,70.56
2024-06-04,33.795,75.33,1.0878,70.71
2024-06-05,33.355,75.41,1.0865,70.89
2024-06-06,33.685,77.62,1.0883,71.11
2024-06-07,33.109,78.12,1.0807,71.33
2024-06-10,34.26,79.59,1.0751,72.14
2024-06-11,34.285,80.15,1.0733,72.32
2024-06-12,35.295,80.52,1.0843,72.5
2024-06-13,35.725,81.44,1.0756,72.7
2024-06-14,35.36,81.49,1.0699,72.98
2024-06-17,34.21,82.45,1.0723,73.85
2024-06-18,34.7,84.79,1.0739,74.09
2024-06-20,34.465,85.92,1.0708,74.56
2024-06-21,33.936,86.42,1.0694,74.79
2024-06-24,34.08,86.75,1.0727,75.72
2024-06-25,34.855,86.81,1.0705,75.97
2024-06-26,33.825,85.76,1.0682,76.23
2024-06-27,34.565,87,1.0708,76.45
2024-06-28,34.48,87.26,1.0711,76.75
2024-07-01,33.485,86.57,1.0728,77.66
2024-07-02,33.685,88.28,1.0737,77.91
2024-07-03,32.69,88.25,1.0799,78.16
2024-07-05,33.065,88.66,1.0828,78.71
2024-07-08,32.285,87.15,1.0835,79.58
2024-07-09,31.335,86.48,1.0813,79.85
2024-07-10,30.785,86.55,1.0823,80.09
2024-07-11,31.11,86.49,1.087,80.32
2024-07-12,31.72,87.35,1.0902,80.55
2024-07-15,31.37,86.42,1.0912,81.36
2024-07-16,32.795,86.6,1.0885,81.59
2024-07-17,31.895,85.76,1.0933,81.81
2024-07-18,32.675,86.26,1.0913,82.01
2024-07-19,32.17,85.19,1.0888,82.26
2024-07-22,31.84,83.44,1.088,83.13
2024-07-23,31.62,82.2,1.0855,83.34
2024-07-24,32.62,83.01,1.0853,83.49
2024-07-25,31.78,82.58,1.0861,83.66
2024-07-26,32.475,81.35,1.0859,83.89
2024-07-29,33.875,80.94,1.0819,84.69
2024-07-30,34.361,79.26,1.0809,84.9
2024-07-31,35.87,81.39,1.0823,85.11
2024-08-01,36.97,81.37,1.0789,85.2
2024-08-02,36.65,78.35,1.0914,85.42
2024-08-05,35.5,77.51,1.0957,86.24
2024-08-06,36.675,76.62,1.0926,86.41
2024-08-07,38.45,78.26,1.0925,86.63
2024-08-08,40.095,80.76,1.0914,86.84
2024-08-09,40.395,81.07,1.0925,87.09
2024-08-12,39.66,83.06,1.0928,87.91
2024-08-13,39.48,82.51,1.0954,88.17
2024-08-14,38.965,82.15,1.1024,88.41
2024-08-15,39.6,83.09,1.0986,88.72
2024-08-16,39.645,81.56,1.0996,89.02
2024-08-19,39.845,81.09,1.107,89.97
2024-08-20,37.955,78.85,1.1106,90.22
2024-08-21,37.01,78.77,1.1143,90.48
2024-08-22,36.585,78.8,1.1114,90.72
2024-08-23,36.865,80.34,1.1176,90.99
2024-08-26,37.655,80.34,1.1164,91.77
2024-08-27,38.69,81.51,1.116,91.96
2024-08-28,38.52,80.04,1.1127,91.92
